date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:27:37	16990/16990	---M-Z	200	added ('OK')	text/css	date:Sat,%2001%20Apr%202017%2005:07:00%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/style.css	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/style.css	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:38	3067/3067	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Apr%202017%2004:18:12%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/css/responsive.css	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/css/responsive.css	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:39	15514/15514	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Jan%202016%2012:12:52%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/js/vendor/modernizr-2.8.3.min.js	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/js/vendor/modernizr-2.8.3.min.js	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:39	2085/2085	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Feb%202017%2003:48:26%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/icon/logo.png	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/icon/logo.png	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:40	20064/20064	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Feb%202017%2006:37:12%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/about/2.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/about/2.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:41	17749/17749	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Feb%202017%2006:38:16%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/about/3.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/about/3.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:42	37186/37186	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Feb%202017%2006:36:34%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/about/1.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/about/1.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:43	14029/14029	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Feb%202017%2004:00:56%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/1.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/1.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:43	28028/28028	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Feb%202017%2006:38:42%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/about/4.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/about/4.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:44	8837/8837	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Feb%202017%2005:04:50%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/2.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/2.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:44	19626/19626	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Feb%202017%2004:01:40%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/3.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/3.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:45	19068/19068	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Feb%202017%2004:02:00%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/4.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/4.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:45	10452/10452	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Feb%202017%2005:18:32%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/5.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/5.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:46	5865/5865	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Feb%202017%2005:13:46%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/6.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/6.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:47	43097/43097	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202017%2005:03:38%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/7.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/7.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:47	22371/22371	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Feb%202017%2005:12:46%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/9.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/9.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:48	22490/22490	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Feb%202017%2005:05:50%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/8.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/portfolio/8.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:48	21447/21447	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202017%2003:43:30%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/team/1.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/team/1.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:48	32333/32333	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202017%2003:44:00%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/team/2.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/team/2.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:51	77414/77414	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Oct%202015%2000:51:08%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/blog/blog-1.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/blog/blog-1.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:51	9481/9481	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Mar%202017%2015:27:42%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/team/3.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/team/3.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:53	14892/14892	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Oct%202015%2000:51:08%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/blog/blog-2.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/blog/blog-2.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:53	61969/61969	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Oct%202015%2000:51:12%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/blog/blog-3.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/blog/blog-3.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:54	97163/97163	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2026%20Dec%202016%2004:56:28%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/js/vendor/jquery-1.12.4.min.js	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/js/vendor/jquery-1.12.4.min.js	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:54	37045/37045	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2025%20Jul%202016%2013:53:30%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/js/bootstrap.min.js	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/js/bootstrap.min.js	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:55	1249/1249	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2026%20Sep%202016%2007:51:10%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/js/ajax-mail.js	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/js/ajax-mail.js	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:56	5154/5154	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2001%20Dec%202016%2004:08:02%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/js/wow.js	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/js/wow.js	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:56	97272/97272	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2031%20Mar%202017%2015:33:48%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/js/js-plugins.js	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/js/js-plugins.js	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:57	2816/2816	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Apr%202017%2003:34:22%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/js/main.js	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/js/main.js	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/index.html)
15:27:57	708/708	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2008:28:19%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/glyphicons-halflings-regular.eot	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/bootstrap.min.css)
15:27:57	708/708	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2008:28:19%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/glyphicons-halflings-regulard41d.eot	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/bootstrap.min.css)
15:27:57	708/708	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2008:28:19%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/glyphicons-halflings-regular.woff2	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/bootstrap.min.css)
15:27:58	708/708	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2008:28:20%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/glyphicons-halflings-regular.woff	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/bootstrap.min.css)
15:27:58	708/708	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2008:28:20%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/glyphicons-halflings-regular.ttf	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/bootstrap.min.css)
15:27:58	708/708	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2008:28:20%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/glyphicons-halflings-regular.svg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/bootstrap.min.css)
15:27:59	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2029%20Nov%202016%2016:10:08%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/fontawesome-webfont3e6e.eot	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/font-awesome.min.css)
15:28:00	77160/77160	---M--	200	added ('OK')	font/woff2	date:Tue,%2029%20Nov%202016%2016:10:08%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/fontawesome-webfont3e6e.woff2	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/font-awesome.min.css)
15:28:01	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2029%20Nov%202016%2016:10:08%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/fontawesome-webfontd41d.eot	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/font-awesome.min.css)
15:28:04	165548/165548	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2029%20Nov%202016%2016:10:08%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/fontawesome-webfont3e6e.ttf	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/font-awesome.min.css)
15:28:05	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2029%20Nov%202016%2016:10:08%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/fontawesome-webfont3e6e.svg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/font-awesome.min.css)
15:28:05	98024/98024	---M--	200	added ('OK')	font/woff	date:Tue,%2029%20Nov%202016%2016:10:08%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/fontawesome-webfont3e6e.woff	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/font-awesome.min.css)
15:28:06	38384/38384	---M--	200	added ('OK')	font/woff2	date:Tue,%2021%20Jun%202016%2017:19:54%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/Material-Design-Iconic-Fontd1f1.woff2	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/material-design-iconic-font.min.css)
15:28:07	50312/50312	---M--	200	added ('OK')	font/woff	date:Tue,%2021%20Jun%202016%2017:19:54%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/Material-Design-Iconic-Font.woff?v=2.2.0	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/Material-Design-Iconic-Fontd1f1.woff	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/material-design-iconic-font.min.css)
15:28:07	120724/120724	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2001%20Dec%202016%2004:08:00%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/ionicons28b5.eot?v=2.0.0	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/ionicons28b528b5.eot	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/ionicons.min.css)
15:28:08	99212/99212	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2021%20Jun%202016%2017:19:54%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/Material-Design-Iconic-Font.ttf?v=2.2.0	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/Material-Design-Iconic-Fontd1f1.ttf	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/material-design-iconic-font.min.css)
15:28:08	67904/67904	---M--	200	added ('OK')	font/woff	date:Thu,%2001%20Dec%202016%2004:08:00%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/ionicons28b5.woff?v=2.0.0	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/ionicons28b528b5.woff	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/ionicons.min.css)
15:28:08	188508/188508	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2001%20Dec%202016%2004:08:00%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/ionicons28b5.ttf?v=2.0.0	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/ionicons28b528b5.ttf	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/ionicons.min.css)
15:28:10	708/708	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2008:28:32%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/css/owl.video.play.png	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/css/owl.video.play.png	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/css-plugin.css)
15:28:11	708/708	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Nov%202023%2008:28:32%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/bg/1.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/bg/1.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/customize.css)
15:28:11	333834/333834	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2001%20Dec%202016%2004:08:00%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/fonts/ionicons28b5.svg?v=2.0.0	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/fonts/ionicons28b528b5.svg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/ionicons.min.css)
15:28:12	178200/178200	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Feb%202017%2005:06:50%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/bg/2.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/bg/2.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/customize.css)
15:28:12	150140/150140	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Feb%202017%2005:35:28%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/bg/3.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/bg/3.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/css/customize.css)
15:28:12	120404/120404	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202017%2001:34:42%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/slide/1.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/slide/1.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/style.css)
15:28:15	102232/102232	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Mar%202017%2004:42:04%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/slide/3.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/slide/3.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/style.css)
15:28:18	507469/507469	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202017%2002:04:20%20GMT	https://team90degree.com/html/tf/umbrella-preview/umbrella/img/slide/2.jpg	C:/My%20Web%20Sites/portofolio2/team90degree.com/html/tf/umbrella-preview/umbrella/img/slide/2.jpg	(from https://team90degree.com/html/tf/umbrella-preview/umbrella/style.css)
